Product_ID,Product_Name,Category,Price,Discount,Promotion,Sales_Volume,Season,Customer_Age,Customer_Gender,Store_Location,Marketing_Channel,Day_of_Week,Month,Stock_Availability,Competitor_Price,Customer_Loyalty
531,Shirt,Accessories,251.78,0.37,SeasonalSale,82,Summer,26,Female,Rural,Social Media,Thursday,September,Low Stock,228.76,1
532,Shoe,Apparel,170.92,0.34,Clearance,45,Winter,38,Male,Rural,Online,Friday,February,In Stock,260.88,1
533,Ball,Apparel,73.54,0.44,20%Off,152,Fall,39,Male,City,Online,Friday,March,In Stock,276.7,0
534,Gloves,Apparel,276.98,0.19,SeasonalSale,400,Spring,35,Male,Suburban,TV,Tuesday,July,In Stock,62.53,0
535,Shirt,Equipment,109.98,0.04,Clearance,285,Fall,44,Male,City,Social Media,Sunday,October,Low Stock,136.35,0
536,Shorts,Footwear,13.53,0.07,Clearance,175,Spring,31,Male,Suburban,Online,Wednesday,May,In Stock,244.8,1
537,Shorts,Accessories,175.96,0.33,None,481,Spring,20,Male,City,Social Media,Sunday,December,Out of Stock,221.8,1
538,Hat,Equipment,288.44,0.26,Clearance,364,Spring,60,Female,Rural,TV,Monday,August,In Stock,36.56,0
539,Bag,Footwear,44.4,0.21,SeasonalSale,295,Winter,48,Female,Rural,TV,Sunday,August,Low Stock,252.2,1
540,Bag,Equipment,236.07,0.43,SeasonalSale,245,Winter,30,Female,City,In-Store,Tuesday,July,Out of Stock,81.82,0
541,Bag,Equipment,266.03,0.04,Clearance,462,Spring,29,Male,City,Online,Tuesday,February,In Stock,259.56,0
542,Ball,Equipment,67.89,0.42,SeasonalSale,99,Fall,21,Male,Suburban,Email,Sunday,January,Out of Stock,27.55,0
543,Shirt,Equipment,276.43,0.43,Buy1Get1,117,Spring,46,Female,Rural,Social Media,Thursday,May,In Stock,161.27,1
544,Shorts,Footwear,122.04,0.39,Buy1Get1,268,Fall,52,Female,City,TV,Saturday,November,In Stock,260.91,0
545,Shorts,Footwear,41.04,0.16,None,302,Winter,62,Male,City,Email,Wednesday,September,Out of Stock,200.23,1
546,Shorts,Equipment,247.89,0.24,SeasonalSale,261,Summer,42,Female,Rural,Online,Thursday,December,Out of Stock,198.69,1
547,Gloves,Equipment,150.47,0.1,SeasonalSale,433,Winter,27,Male,Rural,Email,Friday,July,Low Stock,234.35,1
548,Hat,Accessories,230.3,0.09,20%Off,50,Spring,48,Female,City,Email,Sunday,February,Low Stock,178.58,0
549,Hat,Equipment,28.57,0.44,None,344,Winter,54,Male,City,Online,Sunday,July,Out of Stock,35.91,1
550,Bag,Accessories,272.2,0.07,Buy1Get1,45,Fall,59,Female,Rural,Online,Wednesday,September,Low Stock,282.85,0
551,Hat,Accessories,189.16,0.19,Buy1Get1,233,Spring,54,Male,Rural,Online,Friday,November,Out of Stock,190.86,1
552,Bag,Apparel,66.46,0.23,SeasonalSale,188,Fall,25,Male,Suburban,Online,Tuesday,March,Out of Stock,156.64,1
553,Gloves,Footwear,139.95,0.43,None,263,Fall,55,Male,Rural,Email,Tuesday,May,Low Stock,191.13,1
554,Shirt,Footwear,268.22,0.05,20%Off,183,Winter,51,Female,Suburban,TV,Thursday,October,In Stock,96.6,1
555,Shoe,Apparel,77.73,0.23,20%Off,491,Summer,52,Female,City,Email,Tuesday,May,Out of Stock,196.18,1
556,Shirt,Accessories,287.79,0.13,Buy1Get1,365,Summer,26,Female,City,Online,Monday,October,Out of Stock,120.12,1
557,Shoe,Accessories,292.25,0.19,None,471,Spring,56,Female,Suburban,Email,Tuesday,November,Out of Stock,167.68,1
558,Ball,Equipment,125.61,0.11,20%Off,23,Spring,23,Female,Suburban,Social Media,Thursday,January,Out of Stock,33.61,1
559,Gloves,Footwear,87.71,0.18,Clearance,375,Fall,39,Male,Rural,Social Media,Thursday,October,Low Stock,202.71,1
560,Shorts,Accessories,278.23,0.31,Clearance,363,Summer,22,Female,City,Online,Saturday,May,Out of Stock,178.24,1
561,Hat,Footwear,215.28,0.29,20%Off,118,Spring,44,Female,Suburban,TV,Sunday,September,Low Stock,127.69,1
562,Shirt,Footwear,160.59,0.2,Clearance,469,Fall,61,Female,Rural,Email,Wednesday,December,Out of Stock,47.48,0
563,Shorts,Apparel,83.32,0.12,None,395,Winter,51,Male,Suburban,TV,Sunday,September,Out of Stock,258.97,1
564,Shoe,Apparel,111.57,0.41,Clearance,209,Spring,23,Male,Suburban,In-Store,Wednesday,December,Out of Stock,201.9,1
565,Shoe,Apparel,279.35,0.42,Clearance,87,Winter,42,Female,Rural,Online,Wednesday,June,In Stock,268.46,1
566,Shirt,Equipment,109.43,0.09,SeasonalSale,361,Spring,26,Female,Rural,TV,Saturday,October,In Stock,95.19,0
567,Ball,Apparel,82.48,0.21,Buy1Get1,443,Spring,62,Male,Rural,Online,Thursday,July,In Stock,284.34,1
568,Hat,Equipment,97.88,0.49,SeasonalSale,425,Spring,35,Female,Suburban,TV,Saturday,June,Low Stock,103.37,1
569,Gloves,Apparel,262.35,0.5,Clearance,29,Spring,20,Female,City,Online,Saturday,September,In Stock,42.52,0
570,Hat,Accessories,23.75,0.38,SeasonalSale,105,Winter,34,Male,Rural,Email,Thursday,August,Low Stock,111.46,0
571,Shirt,Apparel,215.46,0.4,Buy1Get1,131,Winter,23,Female,Rural,In-Store,Wednesday,August,In Stock,236.57,0
572,Gloves,Footwear,12.65,0.25,Clearance,89,Fall,58,Male,Suburban,Email,Wednesday,March,Low Stock,76.88,1
573,Shirt,Apparel,132.65,0.05,Buy1Get1,19,Spring,41,Male,Rural,Social Media,Sunday,July,Out of Stock,154.77,1
574,Shorts,Footwear,282.55,0.15,None,494,Spring,55,Male,City,In-Store,Saturday,September,In Stock,69.06,0
575,Shorts,Equipment,24.62,0.27,Buy1Get1,385,Winter,38,Female,Suburban,TV,Friday,November,In Stock,162.1,1
576,Shorts,Footwear,22.6,0.35,Clearance,79,Winter,52,Female,Rural,Online,Saturday,December,Out of Stock,174.98,0
577,Gloves,Equipment,288.96,0.24,None,102,Fall,61,Male,City,Email,Saturday,June,Out of Stock,136.3,0
578,Gloves,Footwear,280.85,0.12,None,328,Summer,20,Male,Rural,In-Store,Monday,February,Low Stock,130.76,0
579,Gloves,Equipment,234.83,0.4,20%Off,402,Winter,44,Male,City,TV,Thursday,September,In Stock,26.79,0
580,Ball,Accessories,84.24,0.17,SeasonalSale,422,Summer,51,Male,Rural,In-Store,Thursday,August,Low Stock,125.19,0
581,Hat,Apparel,278.82,0.06,SeasonalSale,28,Fall,59,Female,City,Email,Thursday,July,In Stock,47.97,1
582,Shirt,Footwear,70.37,0.13,Clearance,134,Winter,30,Female,City,TV,Sunday,September,Out of Stock,34.63,1
583,Shoe,Footwear,33.69,0.34,Clearance,416,Fall,44,Female,City,TV,Tuesday,February,Low Stock,115.36,1
584,Shorts,Accessories,246.62,0.32,None,294,Spring,53,Male,Suburban,Online,Tuesday,September,In Stock,214.15,0
585,Shoe,Apparel,26.59,0.16,Clearance,21,Summer,55,Male,City,Online,Thursday,May,Low Stock,18.59,0
586,Shirt,Footwear,104.01,0.27,SeasonalSale,275,Fall,51,Female,Rural,In-Store,Monday,February,In Stock,292.7,1
587,Shoe,Accessories,166.56,0.01,SeasonalSale,177,Summer,33,Male,City,Social Media,Saturday,March,Out of Stock,176.94,0
588,Gloves,Apparel,130.98,0.06,Clearance,398,Spring,50,Female,City,TV,Sunday,September,Out of Stock,71.88,0
589,Shorts,Footwear,156.58,0.27,Buy1Get1,297,Fall,25,Female,Suburban,Social Media,Wednesday,August,In Stock,89.42,1
590,Shirt,Footwear,194.05,0.34,Buy1Get1,164,Winter,38,Female,City,Social Media,Sunday,May,Out of Stock,284.25,1
591,Gloves,Footwear,239.44,0.16,20%Off,229,Summer,62,Male,Rural,In-Store,Tuesday,July,In Stock,134.45,0
592,Hat,Accessories,21.17,0.47,20%Off,93,Winter,55,Female,Suburban,TV,Wednesday,December,Low Stock,55.92,1
593,Shorts,Apparel,187.71,0.25,Clearance,335,Fall,49,Male,Rural,TV,Saturday,May,In Stock,243.28,0
594,Bag,Accessories,29.15,0.23,20%Off,253,Spring,30,Female,Suburban,Online,Tuesday,July,Low Stock,279.36,1
595,Bag,Equipment,256.69,0.5,None,413,Winter,29,Female,Suburban,Online,Thursday,January,Out of Stock,243.28,1
596,Shirt,Equipment,207.09,0.02,None,331,Summer,49,Male,City,Social Media,Wednesday,October,Low Stock,136.2,0
597,Shoe,Footwear,18.15,0.39,SeasonalSale,96,Spring,23,Male,Suburban,In-Store,Saturday,September,Low Stock,54.02,1
598,Hat,Footwear,43.86,0.31,Buy1Get1,98,Spring,23,Female,Rural,Social Media,Wednesday,December,In Stock,167.8,1
599,Bag,Accessories,250.78,0.2,Clearance,297,Summer,42,Female,Suburban,Online,Thursday,April,In Stock,214.33,0
600,Shoe,Apparel,276.55,0.37,Buy1Get1,293,Spring,60,Male,Suburban,Online,Tuesday,August,In Stock,132.29,1
601,Shorts,Accessories,55.81,0.38,None,419,Spring,22,Male,Suburban,Email,Monday,September,Low Stock,92.76,1
602,Bag,Footwear,142.06,0.09,Clearance,468,Spring,33,Male,Suburban,TV,Wednesday,January,In Stock,208.69,0
603,Gloves,Accessories,60.71,0.49,Buy1Get1,255,Summer,25,Male,Rural,Online,Monday,April,In Stock,22.68,1
604,Shirt,Apparel,31.6,0.1,Clearance,210,Spring,25,Female,Rural,Email,Sunday,October,In Stock,248.7,0
605,Shirt,Footwear,90.81,0.03,Clearance,37,Winter,32,Female,Rural,TV,Friday,October,In Stock,272.2,0
606,Hat,Apparel,53.56,0.07,SeasonalSale,392,Spring,49,Female,City,Online,Tuesday,May,Low Stock,198.32,1
607,Ball,Equipment,111.59,0.46,None,186,Spring,36,Female,Suburban,Social Media,Monday,January,Low Stock,64.96,0
608,Gloves,Footwear,157.94,0.19,None,254,Winter,44,Male,Rural,Online,Tuesday,January,Low Stock,164.54,1
609,Ball,Apparel,77.69,0.22,Buy1Get1,196,Fall,51,Female,Suburban,Email,Saturday,October,Low Stock,238.41,0
610,Gloves,Accessories,176.15,0.18,SeasonalSale,197,Fall,27,Male,Rural,Online,Wednesday,January,In Stock,274.07,1
611,Hat,Accessories,53.45,0.23,20%Off,286,Spring,43,Female,City,In-Store,Sunday,March,In Stock,115.09,1
612,Shoe,Accessories,294.3,0.45,Buy1Get1,448,Spring,52,Female,Rural,Social Media,Tuesday,March,In Stock,219.32,0
613,Shoe,Equipment,275.03,0.0,SeasonalSale,98,Spring,26,Female,Rural,TV,Thursday,May,Low Stock,264.55,1
614,Shoe,Equipment,219.69,0.37,20%Off,447,Winter,23,Male,City,Online,Tuesday,December,In Stock,62.24,1
615,Shorts,Apparel,280.66,0.07,20%Off,440,Spring,20,Female,City,Online,Tuesday,February,Low Stock,193.74,1
616,Shirt,Footwear,296.71,0.46,Clearance,53,Spring,63,Male,City,Email,Thursday,December,In Stock,258.69,0
617,Ball,Accessories,117.31,0.02,Buy1Get1,468,Summer,64,Male,Rural,TV,Saturday,July,In Stock,16.47,1
618,Gloves,Footwear,120.99,0.2,Clearance,403,Fall,24,Female,Rural,Email,Sunday,March,Low Stock,107.25,0
619,Shorts,Footwear,261.17,0.08,Buy1Get1,479,Summer,41,Male,Rural,Email,Monday,January,Out of Stock,133.55,0
620,Ball,Equipment,51.18,0.28,SeasonalSale,334,Spring,56,Female,City,Email,Tuesday,May,In Stock,31.59,1
621,Shorts,Footwear,106.93,0.26,SeasonalSale,271,Spring,62,Male,Suburban,Online,Wednesday,July,In Stock,265.5,0
622,Hat,Accessories,157.91,0.27,20%Off,122,Spring,49,Female,Rural,Online,Sunday,March,Low Stock,69.09,1
623,Bag,Footwear,130.13,0.01,20%Off,371,Summer,40,Male,Rural,Email,Tuesday,September,Out of Stock,44.64,0
624,Shoe,Apparel,77.68,0.49,Buy1Get1,206,Fall,60,Male,Rural,In-Store,Wednesday,July,Out of Stock,291.4,0
625,Shoe,Accessories,48.87,0.03,None,5,Winter,18,Female,Rural,Email,Monday,September,Low Stock,240.43,1
626,Shorts,Footwear,127.41,0.35,None,426,Winter,22,Male,Suburban,In-Store,Saturday,March,In Stock,98.1,1
627,Shirt,Apparel,50.9,0.25,Buy1Get1,90,Spring,62,Female,Suburban,Social Media,Thursday,July,Out of Stock,61.0,1
628,Shirt,Accessories,261.72,0.25,SeasonalSale,468,Spring,37,Male,Suburban,TV,Wednesday,May,In Stock,47.24,0
629,Shorts,Accessories,188.54,0.25,20%Off,111,Spring,22,Male,Rural,Social Media,Monday,February,Out of Stock,72.33,0
630,Gloves,Accessories,223.15,0.13,SeasonalSale,129,Winter,24,Female,Rural,Email,Saturday,December,Out of Stock,164.96,1
631,Ball,Accessories,103.26,0.18,None,318,Fall,38,Male,Suburban,Social Media,Saturday,October,Low Stock,236.07,0
632,Bag,Apparel,209.09,0.22,20%Off,7,Winter,43,Female,City,TV,Wednesday,June,Out of Stock,129.54,0
633,Bag,Footwear,91.4,0.36,None,446,Summer,43,Female,Rural,Email,Saturday,April,In Stock,126.46,0
634,Shorts,Accessories,285.86,0.19,Buy1Get1,492,Summer,27,Female,City,TV,Wednesday,September,In Stock,118.08,1
635,Gloves,Footwear,217.53,0.47,20%Off,181,Spring,34,Female,Rural,TV,Friday,April,Low Stock,221.05,1
636,Bag,Apparel,272.41,0.43,Buy1Get1,173,Spring,41,Male,Suburban,Email,Sunday,March,In Stock,191.28,0
637,Hat,Footwear,144.88,0.2,Clearance,102,Fall,24,Female,City,Online,Friday,June,Out of Stock,82.07,0
638,Bag,Accessories,17.03,0.34,Clearance,28,Winter,36,Male,City,Online,Tuesday,May,Out of Stock,14.63,1
639,Ball,Footwear,223.61,0.46,None,461,Summer,51,Male,Rural,Online,Wednesday,January,In Stock,230.97,0
640,Gloves,Footwear,27.51,0.43,Clearance,456,Summer,57,Female,Suburban,In-Store,Monday,February,Low Stock,65.03,0
641,Shorts,Accessories,203.94,0.1,20%Off,222,Winter,53,Male,Suburban,Online,Wednesday,July,Out of Stock,134.02,0
642,Gloves,Footwear,217.25,0.19,Clearance,467,Summer,51,Female,City,Email,Sunday,October,Low Stock,264.46,0
643,Gloves,Accessories,177.98,0.24,Clearance,172,Winter,45,Female,Rural,Online,Saturday,October,Low Stock,15.24,1
644,Hat,Equipment,188.82,0.27,Buy1Get1,236,Fall,55,Male,City,Email,Saturday,August,Out of Stock,48.89,1
645,Ball,Footwear,213.59,0.48,Clearance,320,Spring,50,Male,Rural,Email,Monday,December,Out of Stock,33.57,1
646,Shoe,Equipment,269.07,0.44,20%Off,31,Summer,22,Male,Rural,Social Media,Wednesday,October,In Stock,238.37,0
647,Shirt,Accessories,62.25,0.25,20%Off,228,Summer,38,Male,Rural,Email,Friday,April,Out of Stock,45.28,1
648,Shoe,Apparel,233.78,0.09,20%Off,90,Summer,57,Male,Rural,Online,Sunday,September,In Stock,173.9,0
649,Shorts,Footwear,175.31,0.06,Buy1Get1,272,Summer,54,Female,City,Email,Tuesday,September,Out of Stock,155.72,1
650,Gloves,Apparel,152.73,0.23,20%Off,448,Spring,63,Male,Suburban,Online,Tuesday,December,In Stock,82.17,1
651,Gloves,Apparel,143.66,0.39,Clearance,64,Fall,30,Male,City,TV,Thursday,February,In Stock,241.59,1
652,Shoe,Footwear,177.46,0.47,Clearance,421,Fall,42,Female,Suburban,Social Media,Sunday,April,Out of Stock,132.35,0
653,Shoe,Footwear,10.86,0.16,20%Off,166,Fall,49,Male,Rural,TV,Thursday,October,In Stock,152.72,1
654,Ball,Apparel,258.56,0.25,Buy1Get1,333,Summer,63,Female,City,TV,Saturday,March,Out of Stock,144.34,0
655,Ball,Footwear,157.34,0.29,SeasonalSale,136,Fall,20,Male,Rural,Email,Wednesday,June,In Stock,97.97,1
656,Ball,Footwear,249.79,0.34,Buy1Get1,115,Winter,24,Female,Suburban,Online,Friday,May,Out of Stock,21.23,0
657,Shorts,Accessories,138.75,0.39,None,47,Fall,53,Male,City,In-Store,Tuesday,August,Low Stock,121.17,1
658,Ball,Accessories,133.1,0.18,Buy1Get1,478,Spring,54,Female,Suburban,TV,Wednesday,February,Out of Stock,119.96,0
659,Gloves,Footwear,104.48,0.22,Clearance,143,Winter,41,Female,Suburban,Online,Wednesday,September,Low Stock,291.33,0
660,Ball,Equipment,139.54,0.18,20%Off,211,Summer,20,Female,Rural,Online,Saturday,January,Low Stock,76.73,0
661,Shoe,Equipment,230.3,0.49,SeasonalSale,467,Summer,32,Male,City,In-Store,Tuesday,July,Out of Stock,42.88,0
662,Hat,Equipment,31.19,0.41,SeasonalSale,352,Spring,28,Male,City,Email,Monday,December,In Stock,219.18,0
663,Bag,Footwear,84.76,0.33,Clearance,183,Summer,58,Male,City,Social Media,Thursday,December,Low Stock,47.89,0
664,Shorts,Equipment,102.0,0.22,20%Off,418,Winter,53,Male,City,Social Media,Tuesday,February,Out of Stock,62.2,1
665,Gloves,Apparel,204.06,0.01,Buy1Get1,226,Fall,20,Female,Suburban,Online,Wednesday,April,In Stock,126.07,1
666,Bag,Equipment,97.26,0.23,SeasonalSale,245,Fall,24,Female,Suburban,Online,Monday,August,In Stock,57.65,0
667,Ball,Equipment,63.22,0.37,Buy1Get1,411,Spring,59,Female,City,Online,Friday,August,Out of Stock,133.39,1
668,Bag,Accessories,165.2,0.19,20%Off,358,Fall,53,Female,City,In-Store,Saturday,October,Out of Stock,181.83,1
669,Hat,Apparel,114.99,0.01,20%Off,313,Summer,27,Female,Rural,Online,Monday,May,Low Stock,285.1,1
670,Ball,Equipment,247.13,0.46,20%Off,41,Winter,58,Male,Suburban,TV,Thursday,September,Out of Stock,89.3,1
671,Bag,Accessories,257.81,0.4,Buy1Get1,54,Summer,25,Male,City,TV,Sunday,November,In Stock,25.86,1
672,Hat,Apparel,100.56,0.27,None,395,Winter,45,Male,Rural,TV,Saturday,April,In Stock,48.27,1
673,Shorts,Apparel,65.79,0.21,20%Off,351,Winter,46,Female,Suburban,Social Media,Tuesday,March,In Stock,77.0,1
674,Bag,Accessories,132.73,0.4,20%Off,212,Summer,47,Male,Rural,Email,Thursday,February,Low Stock,299.2,1
675,Ball,Equipment,54.34,0.44,None,62,Spring,55,Female,Suburban,Online,Wednesday,January,In Stock,13.1,1
676,Shirt,Apparel,194.74,0.38,Clearance,354,Summer,37,Female,City,TV,Saturday,July,Out of Stock,54.14,1
677,Gloves,Footwear,93.36,0.1,None,30,Winter,22,Female,Suburban,TV,Saturday,September,In Stock,293.45,0
678,Hat,Accessories,133.04,0.24,Buy1Get1,146,Winter,27,Male,City,Online,Friday,May,Low Stock,64.18,1
679,Gloves,Footwear,30.02,0.11,Buy1Get1,492,Winter,25,Male,City,Online,Wednesday,April,Low Stock,177.49,0
680,Shoe,Accessories,204.43,0.01,Buy1Get1,16,Spring,50,Female,Rural,Online,Friday,April,Low Stock,280.51,0
681,Shoe,Equipment,237.92,0.22,None,370,Fall,48,Female,Suburban,Email,Sunday,April,In Stock,136.81,0
682,Gloves,Accessories,293.76,0.15,Buy1Get1,314,Summer,64,Male,City,Social Media,Tuesday,December,Out of Stock,194.93,0
683,Shoe,Equipment,296.33,0.01,SeasonalSale,232,Winter,38,Male,Suburban,Online,Saturday,January,In Stock,169.51,0
684,Shirt,Equipment,94.92,0.5,None,309,Fall,31,Female,City,Online,Saturday,February,Low Stock,263.78,1
685,Gloves,Accessories,242.41,0.15,None,384,Fall,26,Male,Rural,TV,Sunday,December,Out of Stock,29.4,0
686,Gloves,Footwear,275.46,0.09,SeasonalSale,132,Spring,36,Male,Suburban,Social Media,Sunday,April,Out of Stock,13.51,1
687,Hat,Footwear,21.61,0.18,Clearance,193,Summer,62,Female,Rural,Online,Monday,May,Out of Stock,62.87,0
688,Shirt,Apparel,123.94,0.42,None,67,Summer,64,Female,Suburban,In-Store,Saturday,January,Low Stock,248.39,0
689,Shoe,Apparel,64.11,0.2,SeasonalSale,469,Fall,50,Male,Suburban,Social Media,Thursday,January,Out of Stock,117.16,1
690,Shorts,Footwear,153.31,0.09,20%Off,24,Fall,41,Male,Suburban,Email,Tuesday,September,Out of Stock,81.4,1
691,Shorts,Footwear,139.21,0.32,None,85,Fall,32,Male,Suburban,Social Media,Tuesday,September,Low Stock,200.07,0
692,Shorts,Accessories,180.93,0.02,Buy1Get1,432,Summer,24,Male,City,Social Media,Monday,July,In Stock,164.21,0
693,Shirt,Equipment,190.82,0.41,None,282,Winter,50,Female,Rural,TV,Tuesday,December,In Stock,20.89,0
694,Shoe,Apparel,18.1,0.46,SeasonalSale,149,Fall,53,Female,City,In-Store,Friday,December,Low Stock,16.39,0
695,Shorts,Equipment,100.99,0.19,None,42,Fall,63,Female,City,Online,Saturday,November,Out of Stock,152.69,0
696,Ball,Equipment,17.25,0.07,20%Off,197,Winter,61,Female,Rural,In-Store,Sunday,January,In Stock,97.31,1
697,Bag,Equipment,130.66,0.12,SeasonalSale,333,Spring,37,Female,City,Online,Sunday,July,Low Stock,162.09,1
698,Bag,Equipment,110.06,0.08,Clearance,456,Spring,58,Male,City,Email,Thursday,December,In Stock,117.49,1
699,Shorts,Footwear,266.91,0.01,Buy1Get1,148,Summer,29,Male,Rural,Online,Tuesday,December,Low Stock,10.37,1
700,Hat,Equipment,188.71,0.43,Clearance,383,Winter,62,Female,Rural,Email,Tuesday,October,In Stock,202.81,0
701,Shorts,Accessories,58.1,0.45,20%Off,349,Summer,51,Female,Suburban,Social Media,Sunday,May,Out of Stock,58.91,0
702,Ball,Equipment,152.64,0.34,Buy1Get1,240,Winter,41,Male,Rural,Email,Tuesday,October,In Stock,101.92,0
703,Ball,Apparel,167.03,0.44,None,50,Winter,50,Male,Rural,Online,Tuesday,January,In Stock,45.17,0
704,Bag,Footwear,251.93,0.16,None,424,Winter,63,Female,Rural,In-Store,Thursday,June,Low Stock,140.19,0
705,Ball,Footwear,260.13,0.43,Clearance,181,Winter,25,Female,Rural,Social Media,Wednesday,December,Low Stock,79.35,0
706,Shirt,Apparel,234.23,0.04,SeasonalSale,15,Summer,35,Female,Suburban,Online,Thursday,June,Low Stock,191.72,0
707,Ball,Equipment,229.85,0.38,SeasonalSale,281,Winter,21,Female,City,TV,Saturday,April,Out of Stock,274.19,1
708,Bag,Apparel,173.83,0.17,None,316,Spring,42,Female,Suburban,Online,Tuesday,May,Low Stock,93.14,1
709,Hat,Apparel,86.12,0.47,SeasonalSale,248,Spring,35,Female,City,Online,Friday,February,Out of Stock,58.37,0
710,Shorts,Accessories,159.93,0.27,None,433,Spring,37,Female,Suburban,TV,Wednesday,January,In Stock,223.29,0
711,Shoe,Apparel,200.9,0.11,Buy1Get1,351,Fall,35,Male,Rural,Online,Tuesday,November,In Stock,253.37,0
712,Shoe,Accessories,73.01,0.29,None,198,Fall,27,Female,Rural,Online,Tuesday,February,In Stock,133.1,1
713,Gloves,Footwear,137.27,0.1,Clearance,392,Summer,62,Female,Suburban,TV,Tuesday,November,Low Stock,287.17,1
714,Gloves,Equipment,37.58,0.22,20%Off,130,Summer,32,Female,Suburban,Online,Thursday,June,Low Stock,190.37,1
715,Bag,Accessories,61.43,0.19,Clearance,405,Spring,31,Female,Rural,In-Store,Friday,July,In Stock,290.86,1
716,Ball,Footwear,22.9,0.35,Clearance,12,Spring,63,Female,City,Social Media,Saturday,January,In Stock,270.97,0
717,Shorts,Footwear,258.38,0.47,Buy1Get1,291,Spring,31,Male,City,TV,Tuesday,March,Low Stock,244.26,1
718,Bag,Accessories,251.34,0.0,Clearance,16,Spring,35,Female,Suburban,In-Store,Sunday,June,Out of Stock,203.55,0
719,Shorts,Footwear,163.38,0.27,None,206,Winter,28,Female,City,Email,Thursday,March,In Stock,80.56,1
720,Hat,Equipment,90.39,0.35,None,252,Summer,39,Male,City,Online,Tuesday,June,Low Stock,83.67,1
721,Hat,Equipment,234.79,0.08,None,483,Summer,19,Female,Rural,TV,Wednesday,March,Low Stock,113.22,1
722,Shorts,Accessories,60.99,0.48,Buy1Get1,220,Fall,31,Female,Suburban,In-Store,Friday,July,In Stock,93.96,0
723,Bag,Apparel,221.02,0.05,SeasonalSale,484,Winter,28,Female,City,Online,Monday,July,In Stock,63.36,0
724,Shoe,Equipment,223.41,0.26,Clearance,382,Summer,37,Female,City,Email,Friday,April,Low Stock,38.86,0
725,Gloves,Footwear,144.38,0.41,None,473,Winter,23,Female,Rural,TV,Sunday,February,Low Stock,139.74,0
726,Hat,Equipment,132.9,0.18,Buy1Get1,411,Winter,41,Female,Rural,Online,Sunday,November,Out of Stock,210.77,0
727,Gloves,Footwear,254.97,0.42,Clearance,350,Spring,34,Male,City,TV,Monday,July,Out of Stock,174.95,0
728,Hat,Accessories,259.65,0.13,Buy1Get1,331,Summer,19,Female,Rural,In-Store,Friday,December,Out of Stock,272.04,1
729,Bag,Apparel,220.09,0.2,Clearance,48,Summer,62,Female,Suburban,Social Media,Thursday,May,Out of Stock,41.85,1
730,Shoe,Equipment,41.5,0.43,Buy1Get1,375,Fall,39,Male,City,TV,Thursday,September,Low Stock,177.82,0
731,Ball,Apparel,243.35,0.06,20%Off,150,Fall,42,Female,Rural,Social Media,Thursday,November,Low Stock,35.69,0
732,Shoe,Footwear,117.63,0.44,Clearance,332,Fall,64,Female,City,TV,Monday,March,Low Stock,53.4,0
733,Shirt,Apparel,275.42,0.15,Buy1Get1,341,Spring,22,Female,Suburban,In-Store,Thursday,November,Out of Stock,188.33,1
734,Gloves,Apparel,84.45,0.31,Buy1Get1,447,Fall,23,Male,Suburban,Email,Friday,May,Low Stock,49.66,1
735,Shirt,Footwear,43.48,0.07,Clearance,400,Winter,54,Female,Rural,Online,Saturday,December,Out of Stock,48.36,0
736,Shorts,Footwear,222.98,0.18,SeasonalSale,266,Fall,56,Female,Rural,TV,Friday,September,In Stock,288.83,0
737,Bag,Accessories,210.11,0.06,20%Off,311,Winter,39,Female,Suburban,In-Store,Thursday,January,Low Stock,96.35,1
738,Shirt,Equipment,93.9,0.24,SeasonalSale,414,Summer,41,Female,City,In-Store,Saturday,October,Out of Stock,163.59,1
739,Shoe,Apparel,103.16,0.43,Buy1Get1,73,Fall,48,Male,Suburban,Online,Friday,October,Out of Stock,263.12,0
740,Gloves,Accessories,268.79,0.05,None,319,Fall,44,Male,City,In-Store,Wednesday,July,Out of Stock,235.67,1
741,Hat,Accessories,154.96,0.18,None,310,Fall,55,Male,Rural,Social Media,Friday,April,In Stock,176.91,0
742,Gloves,Footwear,55.09,0.38,SeasonalSale,394,Summer,57,Male,Rural,TV,Monday,June,In Stock,110.1,1
743,Hat,Apparel,250.04,0.29,None,3,Fall,47,Female,Suburban,Online,Saturday,February,Low Stock,89.32,0
744,Bag,Apparel,180.28,0.4,Buy1Get1,462,Winter,38,Male,Suburban,Email,Friday,November,Out of Stock,251.96,0
745,Ball,Equipment,207.08,0.06,SeasonalSale,339,Spring,23,Female,City,Online,Wednesday,January,Out of Stock,102.13,1
746,Hat,Footwear,99.41,0.43,20%Off,81,Winter,61,Female,Suburban,Online,Thursday,November,In Stock,270.28,1
747,Gloves,Apparel,205.09,0.06,SeasonalSale,383,Summer,34,Female,City,TV,Saturday,January,Out of Stock,265.57,0
748,Shorts,Accessories,110.94,0.3,Clearance,145,Summer,32,Male,City,Email,Saturday,June,Out of Stock,160.28,1
749,Shorts,Accessories,247.32,0.28,None,306,Spring,60,Female,Suburban,Online,Tuesday,February,Low Stock,105.29,1
750,Shirt,Apparel,288.87,0.32,Clearance,203,Winter,48,Male,Rural,In-Store,Wednesday,September,Out of Stock,258.0,0
751,Gloves,Accessories,112.64,0.37,Buy1Get1,221,Fall,25,Female,Rural,In-Store,Tuesday,December,In Stock,147.37,1
752,Shoe,Accessories,45.37,0.18,Clearance,384,Winter,57,Male,Suburban,Email,Tuesday,November,In Stock,10.02,1
